1.700619000072578,3,0,0,2,26.24,30.305,73,7.0015,2011,9,3,5,0
1.8744836395596192,3,0,1,1,32.8,34.85,33,7.0015,2012,8,13,0,14
1.9189984754722385,4,0,0,1,15.58,19.695,40,11.0014,2011,11,5,5,17
2.006353291328953,3,0,1,1,32.8,37.88,55,12.998,2012,8,9,3,19
1.6606403793348095,2,0,1,1,13.94,17.425,76,7.0015,2011,4,14,3,6
1.8102520538839093,1,0,1,1,9.02,10.605,37,16.9979,2012,1,18,2,20
1.969559219559395,4,0,1,2,23.78,27.275,68,22.0028,2012,10,15,0,7
1.8426436266120914,1,0,1,1,10.66,15.15,22,0.0,2011,3,3,3,17
1.6632944814375767,2,0,0,2,27.06,30.305,78,11.0014,2011,6,19,6,7
1.8907020599217577,2,0,1,1,18.04,21.97,33,0.0,2012,4,5,3,12
1.8719957290222062,3,0,1,1,36.9,40.91,35,19.9995,2012,7,5,3,11
1.8457296531480492,2,0,1,1,18.04,21.97,30,30.0026,2012,4,10,1,21
1.942525987706513,4,0,0,1,25.42,31.06,50,8.9981,2011,10,8,5,17
1.1622831138840004,2,0,1,1,23.78,27.275,88,7.0015,2011,6,6,0,2
2.0082771743099452,2,0,1,1,22.14,25.76,32,27.9993,2012,4,9,0,17
1.6495606454510718,3,0,0,2,28.7,33.335,84,15.0013,2011,8,7,6,2
1.1622831138840004,1,0,0,1,11.48,15.15,81,6.0032,2012,1,1,6,4
1.914541129043442,3,0,0,1,36.9,42.425,42,19.9995,2011,8,7,6,13
1.8553017984487439,1,0,1,1,18.86,22.725,63,36.9974,2012,1,17,1,16
1.7236894193081456,1,0,1,1,2.46,5.305,49,7.0015,2011,2,9,2,7
2.0006135105853975,4,0,0,1,19.68,23.485,33,12.998,2012,10,13,5,14
1.5099182003836584,1,0,0,1,14.76,17.425,66,8.9981,2011,3,13,6,1
1.939953111519832,2,0,1,1,27.88,31.82,83,12.998,2012,6,12,1,20
1.898117976801967,3,0,0,1,31.98,34.85,46,19.9995,2011,7,9,5,11
1.496434016604423,4,0,1,1,14.76,18.18,76,6.0032,2011,11,3,3,0
1.978033068016178,2,0,1,1,24.6,30.305,60,19.0012,2012,6,14,3,7
1.8799167926221376,3,0,1,1,34.44,36.365,32,12.998,2012,7,2,0,12
1.8574179522647456,2,0,0,1,24.6,31.06,56,8.9981,2012,5,13,6,9
1.6985302777514544,1,0,1,1,12.3,15.15,39,8.9981,2011,3,1,1,12
1.4741440143630178,2,0,1,1,24.6,28.03,83,11.0014,2012,5,17,3,1
1.8386855209387276,4,0,1,2,24.6,27.275,88,8.9981,2011,10,19,2,19
1.8965639023210192,3,0,0,1,37.72,41.665,33,8.9981,2012,7,7,5,19
1.9338667840812656,3,0,1,1,24.6,28.03,83,7.0015,2011,9,14,2,7
1.777094949793928,4,0,1,1,18.04,21.97,62,8.9981,2011,11,1,1,10
0.8697416861919438,4,0,1,1,11.48,15.15,65,6.0032,2012,12,19,2,2
1.7340313214932865,1,0,0,2,18.86,22.725,94,23.9994,2011,3,6,6,13
1.6710010327416251,1,0,0,2,14.76,16.665,40,26.0027,2012,2,18,5,23
1.358504720646626,4,0,1,1,8.2,11.365,75,6.0032,2011,12,19,0,0
1.752790725901759,2,0,0,1,28.7,33.335,79,8.9981,2011,6,11,5,0
1.6985302777514544,1,0,1,2,13.12,15.15,87,19.0012,2012,1,17,1,12
1.696412959743625,1,0,1,2,13.94,15.91,53,16.9979,2011,3,11,4,15
1.9825852738913474,3,0,0,1,36.08,40.91,44,31.0009,2012,8,5,6,13
1.914541129043442,2,0,1,1,19.68,23.485,33,27.9993,2012,4,2,0,15
1.8329451460953283,2,0,0,1,27.06,30.305,78,15.0013,2011,6,11,5,22
0.9591348389208239,1,0,1,1,4.92,7.575,68,7.0015,2011,1,4,1,5
1.5099182003836584,4,0,1,3,18.04,21.97,100,12.998,2011,12,7,2,13
1.7599564649868773,1,0,1,1,18.86,22.725,31,26.0027,2011,2,16,2,16
1.8426436266120914,4,0,1,3,21.32,25.0,88,32.9975,2011,10,19,2,9
1.5341940066777084,3,0,1,1,29.52,34.85,74,12.998,2011,7,6,2,0
1.7047134862451474,1,0,1,1,9.02,11.365,47,11.0014,2011,1,5,2,20
1.9454031760832335,1,0,0,2,22.96,26.515,37,19.0012,2012,1,7,5,16
1.7935304491330344,3,0,0,3,30.34,35.605,79,11.0014,2011,8,6,5,17
